title	rating
Quiet Man, The (1952)	4.029850746268656
Anastasia (1997)	3.4242424242424243
Shallow Grave (1994)	3.8181818181818183
All About Eve (1950)	4.045454545454546
Cyrano de Bergerac (1990)	3.8181818181818183
Grand Day Out, A (1992)	4.106060606060606
Mirror Has Two Faces, The (1996)	3.3636363636363638
In the Company of Men (1997)	3.712121212121212
Tommy Boy (1995)	2.909090909090909
Hercules (1997)	3.515151515151515
Rebecca (1940)	3.9696969696969697
Diva (1981)	3.727272727272727
Jaws 2 (1978)	2.6666666666666665
Delicatessen (1991)	3.876923076923077
Deconstructing Harry (1997)	3.4
Candyman (1992)	2.723076923076923
Supercop (1992)	3.5384615384615383
Lawnmower Man, The (1992)	2.4461538461538463
Kids in the Hall: Brain Candy (1996)	3.076923076923077
Sunset Blvd. (1950)	4.2
Age of Innocence, The (1993)	3.3846153846153846
Dazed and Confused (1993)	3.46875
Night of the Living Dead (1968)	3.421875
Three Colors: Blue (1993)	4.015625
Eve's Bayou (1997)	3.609375
U Turn (1997)	3.359375
Old Yeller (1957)	3.484375
Rudy (1993)	3.3125
Jean de Florette (1986)	4.109375
Extreme Measures (1996)	3.171875
Fan, The (1996)	3.09375
Sabrina (1954)	3.796875
Stealing Beauty (1996)	3.375
Local Hero (1983)	3.9682539682539684
Jane Eyre (1996)	3.4761904761904763
Walk in the Clouds, A (1995)	3.2857142857142856
Star Trek V: The Final Frontier (1989)	2.3968253968253967
Immortal Beloved (1994)	3.4603174603174605
Apartment, The (1960)	3.9365079365079363
Forget Paris (1995)	3.193548387096774
Batman & Robin (1997)	2.4516129032258065
My Favorite Year (1982)	3.532258064516129
Cat on a Hot Tin Roof (1958)	3.9516129032258065
Homeward Bound: The Incredible Journey (1993)	3.2131147540983607
Fox and the Hound, The (1981)	3.1475409836065573
Thin Man, The (1934)	4.15
Weekend at Bernie's (1989)	2.6166666666666667
Bed of Roses (1996)	3.2333333333333334
Murder in the First (1995)	3.6
Father of the Bride (1950)	3.5833333333333335
Three Colors: White (1994)	3.864406779661017
Kalifornia (1993)	3.2203389830508473
Last Action Hero (1993)	2.7457627118644066
Sirens (1994)	2.983050847457627
Soul Food (1997)	3.169491525423729
Around the World in 80 Days (1956)	3.6610169491525424
East of Eden (1955)	3.864406779661017
39 Steps, The (1935)	4.0508474576271185
Mary Shelley's Frankenstein (1994)	3.0677966101694913
Some Kind of Wonderful (1987)	3.6610169491525424
Last Supper, The (1995)	3.4482758620689653
Postman, The (1997)	3.2241379310344827
Sophie's Choice (1982)	3.896551724137931
Home for the Holidays (1995)	3.1551724137931036
Raise the Red Lantern (1991)	4.155172413793103
Nine Months (1995)	2.9310344827586206
Ref, The (1994)	3.0344827586206895
Manon of the Spring (Manon des sources) (1986)	4.120689655172414
Red Corner (1997)	3.3859649122807016
Wings of Desire (1987)	4.0
Bad Boys (1995)	3.1052631578947367
Bananas (1971)	3.7017543859649122
Devil in a Blue Dress (1995)	3.3859649122807016
Daylight (1996)	2.7719298245614037
Bedknobs and Broomsticks (1971)	3.0701754385964914
Island of Dr. Moreau, The (1996)	2.1578947368421053
To Wong Foo, Thanks for Everything! Julie Newmar (1995)	2.8947368421052633
Robin Hood: Men in Tights (1993)	2.5892857142857144
His Girl Friday (1940)	4.0
Celluloid Closet, The (1995)	3.892857142857143
Black Sheep (1996)	2.6363636363636362
Looking for Richard (1996)	3.727272727272727
Tales from the Crypt Presents: Bordello of Blood (1996)	2.6363636363636362
Apostle, The (1997)	3.6545454545454548
Mallrats (1995)	3.4444444444444446
Addicted to Love (1997)	3.1666666666666665
Serial Mom (1994)	2.814814814814815
Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)	3.5555555555555554
Carlito's Way (1993)	3.4074074074074074
Aristocats, The (1970)	3.1296296296296298
Days of Thunder (1990)	2.7169811320754715
Flubber (1997)	2.7547169811320753
Koyaanisqatsi (1983)	3.490566037735849
Barcelona (1994)	3.018867924528302
Life Less Ordinary, A (1997)	3.0754716981132075
She's So Lovely (1997)	2.7358490566037736
Amityville Horror, The (1979)	2.5660377358490565
Last Man Standing (1996)	2.660377358490566
Casper (1995)	3.076923076923077
Excess Baggage (1997)	2.5384615384615383
Notorious (1946)	4.115384615384615
Man Who Knew Too Little, The (1997)	2.923076923076923
Red Rock West (1992)	3.5961538461538463
MatchMaker, The (1997)	3.176470588235294
Pocahontas (1995)	2.5294117647058822
Giant (1956)	3.7450980392156863
Tin Men (1987)	3.0784313725490198
Trees Lounge (1996)	3.24
American in Paris, An (1951)	3.7
Love Bug, The (1969)	2.78
Akira (1988)	3.38
Perfect World, A (1993)	3.68
Once Upon a Time in America (1984)	3.4
Wyatt Earp (1994)	3.1
To Catch a Thief (1955)	4.02
Menace II Society (1993)	3.46
Great White Hype, The (1996)	2.7551020408163267
Thinner (1996)	2.4489795918367347
Mortal Kombat (1995)	2.877551020408163
Kids (1995)	3.061224489795918
Before Sunrise (1995)	3.4081632653061225
Bulletproof (1996)	3.204081632653061
Substitute, The (1996)	2.693877551020408
Rocket Man (1997)	2.4081632653061225
Smilla's Sense of Snow (1997)	3.1666666666666665
Bronx Tale, A (1993)	3.7916666666666665
Booty Call (1997)	2.1666666666666665
Powder (1995)	3.2083333333333335
Beverly Hills Ninja (1997)	2.3125
Quick and the Dead, The (1995)	3.2083333333333335
Cat People (1982)	2.8958333333333335
Glimmer Man, The (1996)	2.75
Under Siege 2: Dark Territory (1995)	2.4583333333333335
Mad City (1997)	3.25531914893617
Up in Smoke (1978)	3.25531914893617
Waiting for Guffman (1996)	4.127659574468085
Sudden Death (1995)	2.723404255319149
Swimming with Sharks (1995)	3.574468085106383
Dangerous Minds (1995)	3.3404255319148937
Great Dictator, The (1940)	4.021739130434782
It Could Happen to You (1994)	3.652173913043478
Paris, Texas (1984)	3.5434782608695654
Malice (1993)	3.1739130434782608
With Honors (1994)	3.0652173913043477
Farewell My Concubine (1993)	3.9782608695652173
Blob, The (1958)	2.717391304347826
Shall We Dance? (1996)	4.260869565217392
Screamers (1995)	2.652173913043478
Nobody's Fool (1994)	3.608695652173913
Bride of Frankenstein (1935)	3.608695652173913
Doors, The (1991)	2.9782608695652173
Junior (1994)	3.022222222222222
What's Love Got to Do with It (1993)	3.488888888888889
Species (1995)	2.8666666666666667
Shadow, The (1994)	2.888888888888889
Blue in the Face (1995)	3.1777777777777776
Joe's Apartment (1996)	2.2444444444444445
Family Thing, A (1996)	3.5555555555555554
Citizen Ruth (1996)	3.6222222222222222
City Slickers II: The Legend of Curly's Gold (1994)	2.5454545454545454
When We Were Kings (1996)	4.045454545454546
To Gillian on Her 37th Birthday (1996)	3.0681818181818183
Bottle Rocket (1996)	3.4545454545454546
Sweet Hereafter, The (1997)	3.772727272727273
Mouse Hunt (1997)	2.477272727272727
M (1931)	4.0
Shadow Conspiracy (1997)	2.8636363636363638
Ridicule (1996)	3.7045454545454546
Persuasion (1995)	4.045454545454546
Basquiat (1996)	3.25
Fire Down Below (1997)	2.9318181818181817
Leave It to Beaver (1997)	1.8409090909090908
Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)	3.772727272727273
Nick of Time (1995)	3.0454545454545454
Fear (1996)	3.159090909090909
Young Guns II (1990)	2.772727272727273
Renaissance Man (1994)	3.0
Tales From the Crypt Presents: Demon Knight (1995)	2.9767441860465116
Mortal Kombat: Annihilation (1997)	1.9534883720930232
Chamber, The (1996)	3.0930232558139537
Air Bud (1997)	2.558139534883721
Wild Bunch, The (1969)	4.023255813953488
Ghost and Mrs. Muir, The (1947)	3.6511627906976742
Rising Sun (1993)	2.9069767441860463
Money Train (1995)	2.511627906976744
Spy Hard (1996)	2.511627906976744
Pete's Dragon (1977)	2.7209302325581395
Playing God (1997)	2.627906976744186
Freeway (1996)	3.357142857142857
Big Lebowski, The (1998)	3.8333333333333335
Kundun (1997)	3.6904761904761907
Flirting With Disaster (1996)	3.6904761904761907
Moll Flanders (1996)	3.5
Congo (1995)	2.4523809523809526
Love Jones (1997)	3.0952380952380953
Johnny Mnemonic (1995)	2.6341463414634148
Sphere (1998)	2.926829268292683
That Darn Cat! (1997)	2.4634146341463414
Some Folks Call It a Sling Blade (1993)	4.2926829268292686
Fallen (1998)	3.1463414634146343
Young Poisoner's Handbook, The (1995)	3.341463414634146
Little Princess, A (1995)	3.658536585365854
Associate, The (1996)	3.2439024390243905
Coneheads (1993)	2.2195121951219514
Tank Girl (1995)	2.8536585365853657
187 (1997)	3.024390243902439
Gigi (1958)	3.658536585365854
Tin Drum, The (Blechtrommel, Die) (1979)	3.7
Charade (1963)	3.925
Priest (1994)	4.0
Eddie (1996)	2.7
Basketball Diaries, The (1995)	3.425
Disclosure (1994)	3.0
Paper, The (1994)	3.225
First Kid (1996)	2.925
Killing Zoe (1994)	3.475
Harriet the Spy (1996)	2.7
Hard Target (1993)	2.7
Laura (1944)	4.1
Replacement Killers, The (1998)	3.3076923076923075
Mary Reilly (1996)	2.8205128205128207
Angels in the Outfield (1994)	2.923076923076923
Corrina, Corrina (1994)	3.1538461538461537
French Twist (Gazon maudit) (1995)	3.2051282051282053
Indian in the Cupboard, The (1995)	2.8205128205128207
Assassins (1995)	2.871794871794872
Candidate, The (1972)	3.641025641025641
Career Girls (1997)	3.2564102564102564
When a Man Loves a Woman (1994)	3.4871794871794872
Only You (1994)	3.1538461538461537
Adventures of Pinocchio, The (1996)	3.051282051282051
Judge Dredd (1995)	2.8974358974358974
Son in Law (1993)	2.4871794871794872
Crow: City of Angels, The (1996)	1.9487179487179487
Swiss Family Robinson (1960)	3.358974358974359
Anaconda (1997)	2.289473684210526
Virtuosity (1995)	2.736842105263158
Get on the Bus (1996)	3.3157894736842106
8 1/2 (1963)	3.8157894736842106
Speed 2: Cruise Control (1997)	2.1315789473684212
Howling, The (1981)	3.026315789473684
Once Upon a Time in the West (1969)	3.8684210526315788
Ace Ventura: When Nature Calls (1995)	2.675675675675676
Sliver (1993)	2.4054054054054053
Milk Money (1994)	2.72972972972973
Romeo Is Bleeding (1993)	3.0
Thousand Acres, A (1997)	3.4054054054054053
I Shot Andy Warhol (1996)	3.3783783783783785
Belle de jour (1967)	3.945945945945946
Billy Madison (1995)	3.081081081081081
Metro (1997)	2.9166666666666665
Speechless (1994)	3.0833333333333335
Night on Earth (1991)	3.8333333333333335
Down by Law (1986)	3.7714285714285714
Thin Blue Line, The (1988)	3.7714285714285714
Gaslight (1944)	3.8857142857142857
Trigger Effect, The (1996)	3.2
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)	2.7714285714285714
Wes Craven's New Nightmare (1994)	2.8
Mediterraneo (1991)	3.676470588235294
Orlando (1993)	3.6176470588235294
Jeffrey (1995)	3.5294117647058822
Washington Square (1997)	3.2941176470588234
Fled (1996)	2.6470588235294117
Terminal Velocity (1994)	2.676470588235294
Lost Horizon (1937)	3.9411764705882355
Boys on the Side (1995)	3.1470588235294117
Touch of Evil (1958)	3.911764705882353
Dead Man (1995)	3.823529411764706
Unforgettable (1996)	3.323529411764706
Anna Karenina (1997)	3.090909090909091
Clockers (1995)	3.0
Paths of Glory (1957)	4.212121212121212
Free Willy (1993)	2.4545454545454546
Hackers (1995)	2.606060606060606
Night Falls on Manhattan (1997)	3.375
Eye for an Eye (1996)	3.03125
Cats Don't Dance (1997)	2.84375
Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)	3.375
Fast, Cheap & Out of Control (1997)	3.4375
Tie Me Up! Tie Me Down! (1990)	3.1875
Brassed Off (1996)	3.9375
Homeward Bound II: Lost in San Francisco (1996)	2.78125
Old Man and the Sea, The (1958)	3.34375
Transformers: The Movie, The (1986)	2.84375
Feeling Minnesota (1996)	2.625
Airheads (1994)	2.34375
Prophecy, The (1995)	2.9375
Boomerang (1992)	2.8125
Great Race, The (1965)	3.2903225806451615
Flintstones, The (1994)	2.064516129032258
Kiss Me, Guido (1997)	3.161290322580645
Fathers' Day (1997)	2.5806451612903225
Threesome (1994)	2.838709677419355
Program, The (1993)	2.838709677419355
Drop Zone (1994)	2.5483870967741935
Operation Dumbo Drop (1995)	2.5161290322580645
Die xue shuang xiong (Killer, The) (1989)	3.967741935483871
Bio-Dome (1996)	1.903225806451613
Hard Rain (1998)	2.903225806451613
Meet Me in St. Louis (1944)	3.3548387096774195
Timecop (1994)	3.096774193548387
Once Were Warriors (1994)	4.064516129032258
Higher Learning (1995)	3.3333333333333335
Escape to Witch Mountain (1975)	2.966666666666667
Georgia (1995)	2.9
Shaggy Dog, The (1959)	3.0
Spellbound (1945)	3.933333333333333
Barb Wire (1996)	1.9333333333333333
FairyTale: A True Story (1997)	2.966666666666667
My Own Private Idaho (1991)	3.6333333333333333
If Lucy Fell (1996)	2.7586206896551726
Deceiver (1997)	2.8275862068965516
Beautiful Thing (1996)	3.9655172413793105
Ghosts of Mississippi (1996)	3.4827586206896552
Stephen King's The Langoliers (1995)	2.413793103448276
Blown Away (1994)	2.7586206896551726
Twelfth Night (1996)	3.413793103448276
Evening Star, The (1996)	2.9310344827586206
High School High (1996)	2.6206896551724137
Canadian Bacon (1994)	2.413793103448276
In Love and War (1996)	3.4285714285714284
Blues Brothers 2000 (1998)	2.8214285714285716
Chungking Express (1994)	3.5714285714285716
Passion Fish (1992)	3.1785714285714284
Beverly Hills Cop III (1994)	2.392857142857143
Death and the Maiden (1994)	3.4285714285714284
Once Upon a Time... When We Were Colored (1995)	3.2857142857142856
Just Cause (1995)	3.142857142857143
Another Stakeout (1993)	2.5
Crossing Guard, The (1995)	3.0
Barbarella (1968)	2.5714285714285716
Living in Oblivion (1995)	3.740740740740741
Manhattan Murder Mystery (1993)	3.6296296296296298
Pollyanna (1960)	3.1481481481481484
Heaven's Prisoners (1996)	2.5185185185185186
Spanking the Monkey (1994)	3.074074074074074
Black Beauty (1994)	3.4444444444444446
Free Willy 3: The Rescue (1997)	1.7407407407407407
Wishmaster (1997)	2.4444444444444446
Tales from the Hood (1995)	2.037037037037037
Paris Is Burning (1990)	3.814814814814815
My Man Godfrey (1936)	4.037037037037037
Vanya on 42nd Street (1994)	3.5925925925925926
Made in America (1993)	2.5185185185185186
Great Expectations (1998)	3.2222222222222223
Exotica (1994)	3.5555555555555554
Quest, The (1996)	2.5185185185185186
Love! Valour! Compassion! (1997)	3.6153846153846154
Super Mario Bros. (1993)	2.076923076923077
Ninotchka (1939)	3.769230769230769
Before and After (1996)	2.8461538461538463
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)	3.576923076923077
Pillow Book, The (1995)	3.6923076923076925
Friday (1995)	3.4615384615384617
Affair to Remember, An (1957)	4.1923076923076925
In the Mouth of Madness (1995)	2.8846153846153846
Walkabout (1971)	3.8461538461538463
Spice World (1997)	2.1153846153846154
Something to Talk About (1995)	2.769230769230769
Aladdin and the King of Thieves (1996)	2.8461538461538463
Ghost in the Shell (Kokaku kidotai) (1995)	3.6538461538461537
Portrait of a Lady, The (1996)	2.68
Halloween: The Curse of Michael Myers (1995)	2.2
Apple Dumpling Gang, The (1975)	2.84
House Arrest (1996)	2.52
Meet John Doe (1941)	3.92
Naked (1993)	3.24
Judgment Night (1993)	2.68
Girl 6 (1996)	2.76
Two if by Sea (1996)	2.6
Relic, The (1997)	2.88
Keys to Tulsa (1997)	2.24
Fearless (1993)	3.24
Smile Like Yours, A (1997)	2.88
Dracula: Dead and Loving It (1995)	2.28
Lord of Illusions (1995)	2.4166666666666665
Burnt By the Sun (1994)	3.7083333333333335
House of the Spirits, The (1993)	3.0416666666666665
Houseguest (1994)	2.8333333333333335
Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)	3.9166666666666665
Grease 2 (1982)	2.0
Queen Margot (Reine Margot, La) (1994)	3.5
Cry, the Beloved Country (1995)	3.75
Fools Rush In (1997)	3.0
Now and Then (1995)	3.4583333333333335
Drop Dead Fred (1991)	2.75
Microcosmos: Le peuple de l'herbe (1996)	3.75
Turbulence (1997)	2.5652173913043477
Trial and Error (1997)	2.5217391304347827
Mr. Wrong (1996)	2.3043478260869565
Kansas City (1996)	2.260869565217391
Until the End of the World (Bis ans Ende der Welt) (1991)	2.8260869565217392
Jude (1996)	3.0
Cemetery Man (Dellamorte Dellamore) (1994)	2.869565217391304
Inventing the Abbotts (1997)	3.130434782608696
Ruby in Paradise (1993)	3.130434782608696
Live Nude Girls (1995)	3.0869565217391304
Fog, The (1980)	2.739130434782609
Showgirls (1995)	1.9565217391304348
Village of the Damned (1995)	2.6818181818181817
Welcome To Sarajevo (1997)	3.3636363636363638
Marked for Death (1990)	2.5
Mother Night (1996)	3.1818181818181817
Double vie de Véronique, La (Double Life of Veronique, The) (1991)	3.6818181818181817
Pallbearer, The (1996)	2.3181818181818183
Unstrung Heroes (1995)	3.3181818181818183
Mrs. Parker and the Vicious Circle (1994)	3.272727272727273
Three Caballeros, The (1945)	3.272727272727273
Kama Sutra: A Tale of Love (1996)	3.3181818181818183
Bogus (1996)	2.5454545454545454
Body Snatcher, The (1945)	3.5
Little Buddha (1993)	3.3181818181818183
Kid in King Arthur's Court, A (1995)	2.727272727272727
Blood & Wine (1997)	2.8636363636363638
Mrs. Winterbourne (1996)	3.0454545454545454
Oliver & Company (1988)	2.772727272727273
Funeral, The (1996)	2.4285714285714284
My Family (1995)	3.6666666666666665
Lawnmower Man 2: Beyond Cyberspace (1996)	1.7142857142857142
Funny Face (1957)	3.6666666666666665
Top Hat (1935)	4.0476190476190474
Candyman: Farewell to the Flesh (1995)	2.4285714285714284
Misérables, Les (1995)	3.619047619047619
How to Be a Player (1997)	2.761904761904762
Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)	3.761904761904762
It's My Party (1995)	3.2857142857142856
Anne Frank Remembered (1995)	3.857142857142857
Oscar & Lucinda (1997)	3.1904761904761907
Richie Rich (1994)	2.4285714285714284
Beverly Hillbillies, The (1993)	2.25
Indian Summer (1996)	3.25
Half Baked (1998)	2.5
For Whom the Bell Tolls (1943)	4.0
Flipper (1996)	2.45
Ma vie en rose (My Life in Pink) (1997)	3.45
Prophecy II, The (1998)	2.7
Specialist, The (1994)	2.25
Kiss of Death (1995)	2.85
Maximum Risk (1996)	2.8
Goofy Movie, A (1995)	2.9
Paradise Lost: The Child Murders at Robin Hood Hills (1996)	4.05
Amos & Andrew (1993)	2.6842105263157894
Out to Sea (1997)	2.6842105263157894
D3: The Mighty Ducks (1996)	2.5789473684210527
Fatal Instinct (1993)	2.6315789473684212
Star Maps (1997)	3.0526315789473686
Steel (1997)	2.1578947368421053
That Darn Cat! (1965)	2.473684210526316
Set It Off (1996)	3.4210526315789473
Gridlock'd (1997)	3.210526315789474
Surviving Picasso (1996)	3.1052631578947367
Trust (1990)	3.789473684210526
Blink (1994)	3.0
Home Alone 3 (1997)	1.894736842105263
Children of the Corn: The Gathering (1996)	1.3157894736842106
Widows' Peak (1994)	3.5789473684210527
Major Payne (1994)	2.473684210526316
Cowboy Way, The (1994)	2.210526315789474
Backbeat (1993)	3.473684210526316
Amateur (1994)	3.1666666666666665
Assignment, The (1997)	3.5
Afterglow (1997)	3.111111111111111
Beyond Rangoon (1995)	3.0555555555555554
Andre (1994)	3.111111111111111
Robert A. Heinlein's The Puppet Masters (1994)	3.0
Dead Presidents (1995)	2.7222222222222223
Blue Angel, The (Blaue Engel, Der) (1930)	3.7777777777777777
Cutthroat Island (1995)	2.4444444444444446
Picnic (1955)	3.611111111111111
Hellraiser: Bloodline (1996)	2.0
Lost in Space (1998)	3.1666666666666665
Little Rascals, The (1994)	2.7222222222222223
Jingle All the Way (1996)	2.111111111111111
Hate (Haine, La) (1995)	3.5
To Be or Not to Be (1942)	3.611111111111111
House of Yes, The (1997)	3.0
Ready to Wear (Pret-A-Porter) (1994)	1.8333333333333333
Inspector General, The (1949)	3.7222222222222223
Firestorm (1998)	2.8333333333333335
M. Butterfly (1993)	3.2222222222222223
Getaway, The (1994)	2.3333333333333335
Thirty-Two Short Films About Glenn Gould (1993)	3.9444444444444446
In the Army Now (1994)	2.2777777777777777
Jade (1995)	2.2941176470588234
Madonna: Truth or Dare (1991)	2.4705882352941178
Road to Wellville, The (1994)	2.2941176470588234
I'm Not Rappaport (1996)	3.0
Stupids, The (1996)	2.0
Mute Witness (1994)	2.9411764705882355
Big Blue, The (Grand bleu, Le) (1988)	3.235294117647059
Shall We Dance? (1937)	3.7058823529411766
Farinelli: il castrato (1994)	3.1176470588235294
Switchback (1997)	2.823529411764706
Party Girl (1995)	2.875
Little Big League (1994)	2.875
Selena (1997)	3.625
Highlander III: The Sorcerer (1994)	2.125
In the Bleak Midwinter (1995)	3.6875
Believers, The (1987)	2.25
When the Cats Away (Chacun cherche son chat) (1996)	3.5625
Bastard Out of Carolina (1996)	2.875
Cabin Boy (1994)	2.5625
Balto (1995)	3.0
Stuart Saves His Family (1995)	2.125
Exit to Eden (1994)	2.75
Bad Taste (1987)	3.375
Dark City (1998)	3.5
Waiting to Exhale (1995)	2.5
Jaws 3-D (1983)	1.9375
Gang Related (1997)	2.6875
